Razao Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total custo;Quantidade;Valor bruto;Valor liquido;Valor desconto
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000018460;NAN 1 PRO 400 GR;;NESTLE;18,63;3;72,66;72,66;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000461600;NESCAU BALL;;NESTLE;0,99;14;19,6;19,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000049273;PAPINHA CARNE C/ LEG 115 GR;;NESTLE;2,66;4;15,04;15,04;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808846283;CR NIVEA HAND NUTRITIVO 75G;;PERFUMARIA;7,08;1;10,01;10,01;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78909830;AGULHA BD 0,70X30;;LIBERADOS;0,2;4;1,96;1,96;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898196701206;AGUA MIN. VITTALEV 1,5 L;;CONVENIENCIAS;1,42;2;4;4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896004716558;CLOR RANITIDINA 150MG 120ML;EMS;GENERICOS;18,24;1;23,72;23,72;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898341430838;SUCO MAIS UVA 335 ML;;CONVENIENCIAS;1,97;1;3;3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;79656000153;BRONZ BANANA BOAT LOTION F 4;;PROT BANANA BOAT;16,48;6;167,4;167,4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094202900;ELANI CICLO C/21 CPR;LIBBS;ETICOS;25,39;3;102,51;94,99;7,52
MR WK FCIA LTDA ME;15786984000155;2;2013;7898341430234;SUCO MANGA MAIS 335ML;;CONVENIENCIAS;1,64;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000049105;PAPINHA NESTLE FRUTAS SORTIDAS;;CONVENIENCIAS;2,66;2;7,52;7,52;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007541850;ABS INTERNO INTIMUS MINI;;PERFUMARIA;3,33;30;150;150;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007541874;ABS INTIMUS INT SUPER C/ 8;;PERFUMARIA;3,38;29;145;145;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891072000073;PROT BANANA BOAT KIDS FPS50;;PROTETOR SOLAR;29,8;3;139,74;139,74;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896261008939;CATAFLAN EMUGEL 30 GR;;ETICOS;6,89;1;8,78;8,78;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896261011632;PROCTO-GLYVENOL C/ 10 SUP;NOVARTIS;ETICOS;16,3;1;21,11;21,11;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000421000;CLASSIC DIET AO LEITE 30GR;;NESTLE;1,73;3;6,9;6,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000016640;FARINHA LACTEA SACHET 230 GR;;NESTLE;3,26;4;17;17;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000012123;MUCILON MILHO SACHET 230 GR;;NESTLE;3,12;2;8,98;8,98;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000053508;NESCAU 2.0 ACTIGEN 400 GR;;NESTLE;3,8;1;4,77;4,77;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898315340576;PINCEL JULEON MEDIO ITALIANO;;PERFUMARIA;1,26;1;1,89;1,89;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898315340163;PALITO DE LARANJEIRA DE MADEIR;;PERFUMARIA;0,5;7;3,5;3,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898315340071;LIXA C/ POMES JULEON;;PERFUMARIA;2,02;4;12,56;12,56;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898366350623;PALITO GANDI UNHAS BAMBOO C/ A;;PERFUMARIA;1,2;2;3,6;3,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898366350777;PALITO GANDI UNHAS BAMBOO;;PERFUMARIA;1;2;3;3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891024186237;ESC DENT COLG TWISTER FRESH C/;;PERFUMARIA;4,65;4;27,92;27,92;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896622302713;DRAMAVI 100 MG C/ 04 CPR;LUPER;ETICOS;0,98;1;1,3;1,3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896241296400;VONAU FLASH 8 MG C/10 CPR;BIOLAB;ETICOS;35,76;1;48,13;48,13;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7794728012546;DEPIMEL FOLHA PRONTA CORPO 16U;;PERFUMARIA;8,95;1;13,24;13,24;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898907309226;CREME MAOS E PES C/ UREIA 240G;;PERFUMARIA;4,42;2;13,26;13,26;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000913000;BISCOITO AVEIA E MEL 200 GR;;NESTLE;2,14;5;14,5;14,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891168100014;BISCOITO MAIZENA 200 GR;;NESTLE;1,17;5;11,75;11,75;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896658003653;COMBIRON FOLICO;;ETICOS;18,79;1;24,33;24,33;0
MR WK FCIA LTDA ME;15786984000155;2;2013;9555002100025;LUVAS DE PROC. SUPERMAX;;VAREJINHO;0,44;2;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791969029807;DES NIVEA AERO SENSITIV PRO;;PERFUMARIA;7,18;4;40,8;40,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891035910081;CR DEPIL VEET PELES SECAS 90ML;;PERFUMARIA;10,99;3;46,65;46,65;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293005188;DES AXE COMPACT DARK TEMPT AER;;PERFUMARIA;4,81;3;17,97;17,97;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293995755;DES AXE DARK TEMPT AERO 113G;;PERFUMARIA;6,9;2;20,7;20,7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;26324;ASPIRINA 500MG C/10;;ETICOS;3,42;6;27,36;27,36;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714229768;NEOSORO INFANTIL 30ML;NEO QUIMICA;SIMILARES;4,18;2;11,12;11,12;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7890704806502;SAB NIVEA CAMOMILA 90G;;PERFUMARIA;0,78;5;5,85;5,85;0
MR WK FCIA LTDA ME;15786984000155;2;2013;6913286015627;LAPIS DE OLHO P&W MARRON;;OUTROS;1;2;5;5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;70330770096;CR BARBA BIC FOR MEN REFRESH;;PERFUMARIA;3,24;1;4,86;4,86;0
MR WK FCIA LTDA ME;15786984000155;2;2013;70330770126;CR BARBA BIC FOR MEN SENSITIVE;;PERFUMARIA;2,59;1;4;4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523207759;CIMEGRIPE DIA C/4;;SIMILARES;2,84;1;3,68;3,68;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000061459;CHOC NESTLE BRANCO 170G;;NESTLE;3,16;3;13,47;13,47;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007541966;INTIMUS DAYS C/40 DECOBOX;;PERFUMARIA;4,43;3;18,75;18,75;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898085945049;LEITE DE AVEIA DAVENE SEM PERF;;PERFUMARIA;4,14;2;11,7;11,7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896018700789;SAB T MONICA CAMOMILA;;PERFUMARIA;1,48;1;2,45;2,45;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181909583;CLORIDRATO DE SOTALOL 160MG CX;BIOSINTETICA;GENERICOS;27,67;1;35,99;35,99;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181907633;MONONITRATO DE ISOSSORBIDA 20M;;GRUPO 33;4,22;1;5,83;5,83;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891721012969;ROXFLAN 5MG CX 30 COMP;;ETICOS;9,32;2;24,24;24,24;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896112466215;TESS 2,0+0,035MG CALEND 21 DRG;;ETICOS;9,14;2;25,26;25,26;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523208985;BABYMED MENINA 49G;;SIMILARES;4,35;24;143,76;143,76;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891024116012;SAB LIQ PROTEX PROPOLIS 250ML;;PERFUMARIA;4,85;1;7,28;7,28;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7892840225711;SALG SENSACAO FGO GRELHADO 45G;;ELMA CHIPS;2,04;7;19,25;19,25;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007541959;ABS INTIMUS DAYS C/PERF VERDE;;PERFUMARIA;1,9;7;19,95;19,95;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891098000637;CHA MATTE LEAO LIMAO 300ML....;;CONVENIENCIAS;1,12;19;38;38;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7899026420465;COND ELSEVE LISS INTENSE EXTRE;;PERFUMARIA;5,98;2;16,98;16,98;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7899026420571;COND ELSEVE RT5 REP 200 ML;;PERFUMARIA;8,07;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000035634;MUILON SACHET MULTICEREAIS 230;;NESTLE;1,39;4;17,96;17,96;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891024114216;SAB PROTEX LIQ AVEIA 250ML;;GRUPO 33;4,85;1;7,28;7,28;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010808020;ABS S LIVRE ESPECIAL S/ABAS;;PERFUMARIA;1,41;8;15,92;15,92;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896009176685;AROMA SH CACHOS DEF 300ML;;GRUPO 33;2,55;2;7,2;7,2;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896009176692;AROMA COND CACHOS FEFIN 300ML;;GRUPO 33;2,47;1;3,49;3,49;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896009116179;AROMA SH AROVITAN 300ML;;PERFUMARIA;2,8;2;7,84;7,84;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896009164415;AROMA COND CHOQ QUERATINA 300M;;GRUPO 33;2,82;1;3,99;3,99;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896009116087;AROMA SH CAMOMILA 300ML;;PERFUMARIA;2,55;1;3,99;3,99;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78924895;DES REXONA ROLL ON SPORTFAN ME;;PERFUMARIA;4,84;4;27,6;27,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891150002111;SH SEDA SOS CRESCIMENTO 350ML;;PERFUMARIA;3,77;4;22,16;22,16;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808257607;DES NIVEA AQUA COOL 50ML ROLL;;PERFUMARIA;3,67;3;17,97;17,97;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808257706;DES NIVEA ENERGY FRESH 50ML RO;;PERFUMARIA;4,37;3;18,39;18,39;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808257669;DES NIVEA PEARL BEAUTY 50ML RO;;PERFUMARIA;3,99;3;17,97;17,97;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808257577;DES NIVEA FRESH S MEN 50ML ROL;;PERFUMARIA;4,37;1;5,99;5,99;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891350031621;GEL FIX ESTILOS BOZZ AGITO 230;;PERFUMARIA;3,52;2;7,66;7,66;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808229765;DES NIVEA AERO SPORT FOR MEN 1;;PERFUMARIA;6,05;2;20,4;20,4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7890704837612;DES NIVEA SPRAY ENERGY FRESH;;HIGIENE PESSOAL;2,33;1;3,5;3,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808257720;DES NIVEA DOUBLE EFFECT ROLL O;;PERFUMARIA;4,37;4;24,8;24,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808231065;DES NIVEA DOUBLE EFFECTVIOLET;;PERFUMARIA;7,18;3;30,6;30,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896112141655;COLIRIO TEUTO 20ML;TEUTO;SIMILARES;6,97;11;94,05;94,05;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896112154389;SEDILAX C/4 CPR;TEUTO;SIMILARES;2,25;2;5,98;5,98;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896658006760;FLOGORAL COLUTORIO 150 ML;ACHE WARNER;ETICOS;9,91;1;13,3;13,3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007200436;PRESERVATIVO BLOWTEX TURBO C/3;;PERFUMARIA;2,18;1;3,96;3,96;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898079002956;PRESERV PRUDENCE L8 PAGUE 6;;PERFUMARIA;1,69;6;27;27;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000056615;NESTOGENO 2 400G;;NESTLE;10,08;1;13,1;13,1;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181914037;NIMESULIDA 100 MG C/12;BIOSINTETICA;GENERICOS;11,71;9;137,07;130,98;6,09
MR WK FCIA LTDA ME;15786984000155;2;2013;7898422746148;CON CLEAR A/C NUTRI SOLUTION 2;;PERFUMARIA;7,36;1;10,3;10,3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7899026420595;CR PENT ELSEVE REPAR TOT 5 250;;PERFUMARIA;5,53;3;23,55;23,55;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897230301389;BRONZ ONE DAY LOCAO FPS4 200ML;;PROT SOLAR ANASOL;14,75;1;23,6;23,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897595603357;CAPTOPRIL 25MG CX 30 COMP;;GRUPO 33;11,66;1;16,12;16,12;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891075403215;SORVETE MAGNUM CLASSICO;;SORVETES;3,83;48;252;252;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891075403239;SORV MAGNUM DARK CHOCOLATE BRA;;SORVETES;3,83;50;262,5;262,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181905981;DCLOFENACO DIETIL. 10MG C/ 60G;BIOSINTETICA;GENERICOS;7,44;2;19,68;19,68;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7890310121204;GEL DENT ACTION KIDS MINIE;;PERFUMARIA;4,08;2;12,24;12,24;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010805968;SH J&J BABY HORA DO SONO 200ML;;PERFUMARIA;4,57;1;6,85;6,85;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896018700888;SH E COND TURMA DA MONICA 2X1;;PERFUMARIA;5,39;1;7,6;7,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181909590;MELOXICAM 15MG C/10CPR;BIOSINTETICA;GENERICOS;15,94;2;41,48;34,22;7,26
MR WK FCIA LTDA ME;15786984000155;2;2013;7896540766918;TERMOMETRO DIGITAL TERMO MED;;LIBERADOS;11,67;2;36,3;36,3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896026303002;BUSCOFEN 400MG C/10 CAP;BOEHRINGER;ETICOS;10,45;2;26,68;26,68;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896075709169;CORTADOR DE UNHA UNHEX IND;;PERFUMARIA;1,82;1;1,85;1,85;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896230300071;AGUA BORICADA 100ML;ADV;ETICOS;0,73;4;6;6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896472504077;AQUABEN REIDR ORAL AGUA DE COC;;SIMILARES;5,6;4;13,8;13,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896472506033;AQUABEN REIDR ORAL UVA;;SIMILARES;3;9;40,5;40,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896472504084;AQUABEN REIDR ORAL FRAMBOESA;;SIMILARES;0,61;5;22,5;22,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523208763;FLUCONAZOL 150 MG C/ 1 CPR;CIMED;GENERICOS;3,58;27;133,65;133,65;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293990569;DES REXONA MEN ACTIVE 105G;;PERFUMARIA;7,43;3;32,88;32,88;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891035912306;FOLHA PRONTA VEET PELE SECA;;PERFUMARIA;11,46;1;16,27;16,27;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891058003838;PROFNID XPE PEDIAT 150ML;SANOFI;ETICOS;10,56;1;13,73;13,73;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896641805776;VENALOT C/30CPR;NYCOMED;ETICOS;27,45;1;35,55;32;3,56
MR WK FCIA LTDA ME;15786984000155;2;2013;78925472;DES REXONA ROLL-ON INVISIBLE 5;;PERFUMARIA;5,59;2;13,8;13,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78923423;DES REXONA ROLL-ON SENSETIVE 5;;PERFUMARIA;4,58;1;6,87;6,87;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898926572090;NASONEX SPRAY 60DOSES;SCHERIN PLOUGH;ETICOS;30,16;1;40,6;36,54;4,06
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094906860;BRONZ OLEO CENOURA & BRONZE 2;;PROT SOLAR CENOURA&BRONZE;10,17;4;58;58;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094906686;BRONZ LOCAO CENOURA&BRONZE 4;;PROT SOLAR CENOURA&BRONZE;10,17;8;116;116;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181914280;FOSF PREDNISOLONA 3MG/ML 60ML;BIOSINTETICA;GENERICOS;7,02;1;9,13;9,13;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181909712;PARACETAMOL GTS 15ML;BIOSINTETICA;GENERICOS;4,77;5;29,7;29,7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898277710394;MEL/PROP GENG 35 ML;;ETICOS;4,6;1;6,9;6,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293568942;DES REXONA INVISIBLE;;PERFUMARIA;8,26;1;10,96;10,96;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897144600752;FIO DENT PASSADOR BITUFO WAY;;PERFUMARIA;2,68;2;7,98;7,98;0
MR WK FCIA LTDA ME;15786984000155;2;2013;0;CAFI ASPIRINA C/ 4 CPR;BAYER POPULAR;ETICOS;2,27;11;33,55;32,94;0,61
MR WK FCIA LTDA ME;15786984000155;2;2013;7891800341997;CURAT CREMER C/10 TRANSPARENTE;CREMER;MATERIAIS DE CURATIVOS;1,03;26;52;52;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891150001657;PIC SABOR DO CORCAO MILHO;;SORVETES;1,85;41;102,5;102,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891317454470;ACET TRIAC+NEO+GRAM;EUROFARMA;GENERICOS;15,5;1;19,4;19,4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;76660008625;FIXODENT ORIGINAL C/ 21 GR;;PERFUMARIA;12,5;3;74,91;74,91;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293990620;DES REXONA SPORTFAN;;PERFUMARIA;7,43;5;54,8;54,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007542413;ABS. INTIMUS UNIQUE SECA;;PERFUMARIA;2,35;7;24,71;24,71;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007542161;ABS INTIMUS UNIQUE SUAVE;;PERFUMARIA;2,49;9;33,66;33,66;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896540705252;TERMOMETRO CLIN DIGITAL TL;;OUTROS;13,97;1;19,75;19,75;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898414850617;CALCITRAN D3 C/ 60 CPR;DIVCOM;ETICOS;41,16;1;51,06;51,06;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891150001077;SH CLEAR ANTI CASPA ANT QUEDA;;PERFUMARIA;7,22;2;20,5;20,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78924345;DES REXONA BAMBOO ROLL-ON 50ML;;PERFUMARIA;4,84;2;13,8;13,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000067390;CHOC CLASSIC ZERO 22GR;;NESTLE;0,98;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896104997642;LENCO UMED. MILI REFIL C/70UN;;FRALDAS;1,46;11;27,5;27,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896104996256;ABS. MILI ALOE VERA C/ABAS SUA;;PERFUMARIA;1;15;22,5;22,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891463006585;SERINGA BD SOLOMED 5ML 25X7;;PERFUMARIA;0,8;1;1,25;1,25;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714205236;TORSILAX   C/ 10 CPR;NEO QUIMICA;SIMILARES;2,05;22;179,3;177,67;1,63
MR WK FCIA LTDA ME;15786984000155;2;2013;7898422753009;SAB LIQ LUX BRILHE! 250 ML;;PERFUMARIA;3,77;1;5,35;5,35;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896015519636;COREGA FIX DENT LOW COST 22GR;;PERFUMARIA;7,94;2;16,96;16,96;0
MR WK FCIA LTDA ME;15786984000155;2;2013;29587;PARACETAMOL 750 MG C/ 4 CPR;BIOSINTETICA;GENERICOS;1,64;28;57,4;57,4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007542437;ABS INTIMUS NOTURNO;;PERFUMARIA;2,49;7;26,18;26,18;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181911128;LORATADINA 1MG/ML;BIOSINTETICA;GENERICOS;12,82;3;48,03;48,03;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010506513;OLEO INF J&J HORA DO SONO 200M;;PERFUMARIA;10,44;1;14,94;14,94;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7895800911150;TRIDENT FRESH INTENSE 8,5 GR;;CONVENIENCIAS;1;20;25,5;25,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808309535;LC HIDR NIVEA HAPPY TIME 200ML;;PERFUMARIA;5,09;1;7,1;7,1;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808305964;DES NIVEA F MEN SILVER PROT 93;;PERFUMARIA;7,18;6;61,2;61,2;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896085863950;CR P/ HIDRAT ORIGEM 1KG PEROLA;;PERFUMARIA;3,4;1;5,5;5,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896085864148;SH ACQUA KIDS ERVA DOCE 250ML;;PERFUMARIA;3,69;3;16,62;16,62;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000065389;NAN 1 CONFORT 400 GR;;CONVENIENCIAS;16,17;2;43,66;43,66;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891150003958;FRUTARE CASEIRO MORANGO 71GR;;SORVETES;2,59;70;227,5;227,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891150003941;FRUTARE CASEIRO DE BANANA 71GR;;SORVETES;2,33;52;169;169;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523209289;CIMEGRIPE BEBE C/ 15 ML;;SIMILARES;10,39;2;30,24;30,24;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896085863974;CR TRAT ORIGEM 1KG NUTRICAO;;PERFUMARIA;3,4;2;10,9;10,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896112122432;DIURIX 25 MG C/ 30 CPR;TEUTO;SIMILARES;3,85;1;5,32;5,32;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891035912405;DEPI  VEET CERA FACIAL C/12;;PERFUMARIA;7,35;2;22,06;22,06;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181901327;CLOR CICLOBENZAPRIDA 10MG C/15;BIOSINTETICA;GENERICOS;8,17;1;10,57;10,57;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891463001771;SERINGA 5ML  C/AGULHA  DESCART;;LIBERADOS;1,06;2;2,78;2,78;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808555376;NIVEA SUN FPS15 PROTECT&BRONZE;;PROT SOLAR NIVEA;14,9;6;126,1;126,1;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808555383;NIVEA SUN FPS30 PROTECT&BRONZE;;PROT SOLAR NIVEA;19,52;6;168;168;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896013544029;CR NOVEX 400 G MISTERIOS;;PERFUMARIA;5,49;1;7,91;7,91;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896013545002;CR TRAT NOVEX REP MASSA 400G;;PERFUMARIA;6,58;2;18,94;18,94;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898422753474;SAB DOVE ENERGIZANTE 90GRS;;HIGIENE PESSOAL;1,39;1;1,95;1,95;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7793742103247;DERMAGLOS KIDS FPS 35;ANDROMACO-TEUT;PROT SOLAR DERMAGLOS;23,55;3;101,7;101,7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896004726359;TOIBRALOX SOL OFT 5 ML;;SIMILARES;7,99;1;10,38;10,38;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7899026459687;SH ELSEVE NUTRICAO 10X 200ML;;PERFUMARIA;5,86;1;6,95;6,95;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181914075;NIMESULIDA 50MG/ML SABOR ACERO;BIOSINTETICA;GENERICOS;10,05;1;13,07;11,89;1,18
MR WK FCIA LTDA ME;15786984000155;2;2013;7891072000011;PROT BANANA BOAT LC FPS15;;PROT BANANA BOAT;15,27;4;101,2;101,2;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891072000059;BRONZ BANANA BOAT LC 50;;PROT BANANA BOAT;22,43;1;33,65;33,65;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000013717;LEITE NINHO 5+;;NESTLE;8,52;4;39,12;39,12;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897230301358;PROT ANASOL FPS 98 125 ML;;PROT SOLAR ANASOL;39,41;1;46,29;46,29;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808310999;LC HIDRAT NIVEA LOTION 200ML;;PERFUMARIA;5,09;1;7,1;7,1;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808309436;LOCAO HID NIVEA MILK PES.200ML;;PERFUMARIA;5,09;4;28,4;28,4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808335435;LOCAO HID SOFT MILK PS 200ML;;PERFUMARIA;5,09;3;21,3;21,3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293004310;DESOD REXONA ACTIVE EMOTION AE;;PERFUMARIA;6,66;1;9,99;9,99;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891150002470;COND SEDA BRILHO GROSS 350ML;;PERFUMARIA;4,89;1;6,84;6,84;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891150002142;CR P/ PENTEAR SEDA BRILHO GLOS;;PERFUMARIA;3,4;1;5,1;5,1;0
